Source sentence,Answer sentence
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导赶赴现场是造成重伤的后续事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导处置是领导赶赴现场的后续事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,公安机关侦破案件是领导处置的后续事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导处置是门口发生爆炸的无关事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,门口发生爆炸是领导赶赴现场的无关事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导处置是造成重伤的无关事件。
门口发生爆炸，造成重伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导赶赴现场是门口发生爆炸的无关事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,门口发生爆炸是造成轻伤的原因事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导赶赴现场是造成轻伤的后续事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导处置是领导赶赴现场的后续事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,公安机关侦破案件是领导处置的后续事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,门口发生爆炸是领导处置的无关事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,造成轻伤是领导处置的无关事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,门口发生爆炸是领导处置的无关事件。
门口发生爆炸，造成轻伤，领导赶赴现场，领导处置，公安机关侦破案件，,领导赶赴现场是门口发生爆炸的无关事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,煤矿发生灌井事故是洪水冲塌墙的后续事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,人升井是煤矿发生灌井事故的后续事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导赶赴现场是人升井的后续事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导组织救援是领导赶赴现场的后续事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导开展救援是领导组织救援的后续事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导组织救援是洪水冲塌墙的无关事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导赶赴现场是煤矿发生灌井事故的无关事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,人升井是洪水冲塌墙的无关事件。
洪水冲塌墙，煤矿发生灌井事故，人升井，领导赶赴现场，领导组织救援，领导开展救援，,领导组织救援是洪水冲塌墙的无关事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,部门出动消防车是工地突发大火的后续事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,人员赶赴现场是部门出动消防车的后续事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,人员赶赴现场是人员赶赴现场的后续事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,原因被-调查是人员赶赴现场的后续事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,人员赶赴现场是工地突发大火的无关事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,人员赶赴现场是工地突发大火的无关事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,人员赶赴现场是部门出动消防车的无关事件。
工地突发大火，部门出动消防车，人员赶赴现场，人员赶赴现场，原因被-调查，,部门出动消防车是人员赶赴现场的无关事件。
地面发生爆炸，造成被毁，造成死亡，工作进行，,地面发生爆炸是造成被毁的原因事件。
地面发生爆炸，造成被毁，造成死亡，工作进行，,地面发生爆炸是造成死亡的原因事件。
地面发生爆炸，造成被毁，造成死亡，工作进行，,造成死亡是造成被毁的后续事件。
地面发生爆炸，造成被毁，造成死亡，工作进行，,工作进行是造成死亡的后续事件。
地面发生爆炸，造成死亡，工作进行，,地面发生爆炸是造成死亡的原因事件。
地面发生爆炸，造成死亡，工作进行，,工作进行是造成死亡的后续事件。
地面发生爆炸，造成重伤，工作进行，,地面发生爆炸是造成重伤的原因事件。
地面发生爆炸，造成重伤，工作进行，,工作进行是造成重伤的后续事件。
地面发生爆炸，造成轻伤，工作进行，,地面发生爆炸是造成轻伤的原因事件。
地面发生爆炸，造成轻伤，工作进行，,工作进行是造成轻伤的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,巨石冲入教室是小学旁边发生山体滑坡灾害的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,巨石冲入教室是导致倒塌的原因事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,孩子们接受治疗是导致倒塌的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导/部门开展工作是孩子们接受治疗的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导带领干部是领导/部门开展工作的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导、干部赶往现场是领导带领干部的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,他们进行工作是领导、干部赶往现场的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,巨石冲入教室是领导带领干部的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导/部门开展工作是导致倒塌的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,导致倒塌是领导/部门开展工作的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，导致倒塌，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导带领干部是导致倒塌的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,巨石冲入教室是小学旁边发生山体滑坡灾害的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,巨石冲入教室是灾难导致受伤的原因事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,孩子们接受治疗是灾难导致受伤的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导/部门开展工作是孩子们接受治疗的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导带领干部是领导/部门开展工作的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导、干部赶往现场是领导带领干部的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,他们进行工作是领导、干部赶往现场的后续事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,灾难导致受伤是小学旁边发生山体滑坡灾害的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导/部门开展工作是巨石冲入教室的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,小学旁边发生山体滑坡灾害是灾难导致受伤的无关事件。
小学旁边发生山体滑坡灾害，巨石冲入教室，灾难导致受伤，孩子们接受治疗，领导/部门开展工作，领导带领干部，领导、干部赶往现场，他们进行工作，,领导/部门开展工作是领导、干部赶往现场的无关事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,煤矿发生爆炸事故是导致死亡的原因事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,纪念矿工是导致死亡的后续事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,纪念矿工是建设纪念馆的原因事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,纪念馆落成是建设纪念馆的后续事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,纪念矿工是煤矿发生爆炸事故的无关事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,导致死亡是建设纪念馆的无关事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,导致死亡是建设纪念馆的无关事件。
煤矿发生爆炸事故，导致死亡，纪念矿工，建设纪念馆，纪念馆落成，,煤矿发生爆炸事故是建设纪念馆的无关事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,店发生火灾是引发着火的原因事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,消防车赶赴现场是引发着火的后续事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,引发着火是明火扑灭的原因事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,明火扑灭是消防车赶赴现场的后续事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,原因未详是明火扑灭的后续事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,店发生火灾是消防车赶赴现场的无关事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,店发生火灾是消防车赶赴现场的无关事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,店发生火灾是明火扑灭的无关事件。
店发生火灾，引发着火，消防车赶赴现场，明火扑灭，原因未详，,明火扑灭是店发生火灾的无关事件。
店发生火灾，引发着火，明火扑灭，原因未详，,店发生火灾是引发着火的原因事件。
店发生火灾，引发着火，明火扑灭，原因未详，,引发着火是明火扑灭的原因事件。
店发生火灾，引发着火，明火扑灭，原因未详，,原因未详是明火扑灭的后续事件。
店发生火灾，引发着火，火灾未-造成伤亡，原因未详，,店发生火灾是引发着火的原因事件。
店发生火灾，引发着火，火灾未-造成伤亡，原因未详，,引发着火是火灾未-造成伤亡的原因事件。
店发生火灾，引发着火，火灾未-造成伤亡，原因未详，,原因未详是火灾未-造成伤亡的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防调集中队是公司起火的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,公司起火是大火造成轻伤的原因事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防车/消防官兵扑救是消防调集中队的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防队、消防支队增援是消防车/消防官兵扑救的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,公安部组成专家组是消防队、消防支队增援的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,专家组参与指挥是公安部组成专家组的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,专家组参与灭火是专家组参与指挥的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防部门调集支队是专家组参与灭火的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,支队赶往增援是消防部门调集支队的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,明火被-扑灭是支队赶往增援的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,大火造成轻伤是明火被-扑灭的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,政府紧急疏散民众是大火造成轻伤的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员进行检测是政府紧急疏散民众的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是环保人员进行检测的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是环保人员未-发现环境污染的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员实施人工降雨是工作人员赶到现场的后续事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防部门调集支队是公司起火的无关事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,消防部门调集支队是环保人员进行检测的无关事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是大火造成轻伤的无关事件。
公司起火，消防调集中队，消防车/消防官兵扑救，消防队、消防支队增援，公安部组成专家组，专家组参与指挥，专家组参与灭火，消防部门调集支队，支队赶往增援，明火被-扑灭，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是环保人员进行检测的无关事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,公司起火是大火造成轻伤的原因事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,政府紧急疏散民众是大火造成轻伤的后续事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员进行检测是政府紧急疏散民众的后续事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是环保人员进行检测的后续事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是环保人员未-发现环境污染的后续事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员实施人工降雨是工作人员赶到现场的后续事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,大火造成轻伤是工作人员赶到现场的无关事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,大火造成轻伤是环保人员未-发现环境污染的无关事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是公司起火的无关事件。
公司起火，大火造成轻伤，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是环保人员进行检测的无关事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,公司起火是无伤亡的原因事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,政府紧急疏散民众是无伤亡的后续事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员进行检测是政府紧急疏散民众的后续事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是环保人员进行检测的后续事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是环保人员未-发现环境污染的后续事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员实施人工降雨是工作人员赶到现场的后续事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是公司起火的无关事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,工作人员赶到现场是公司起火的无关事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,公司起火是环保人员未-发现环境污染的无关事件。
公司起火，无伤亡，消防部门采取方式，政府紧急疏散民众，消防部门确保爆炸，环保人员进行检测，环保人员未-发现环境污染，工作人员赶到现场，工作人员实施人工降雨，,环保人员未-发现环境污染是公司起火的无关事件。
公司发生爆燃事故，造成死亡，医院抢救无效，人死亡，,公司发生爆燃事故是造成死亡的原因事件。
公司发生爆燃事故，造成死亡，医院抢救无效，人死亡，,医院抢救无效是造成死亡的后续事件。
公司发生爆燃事故，造成死亡，医院抢救无效，人死亡，,人死亡是医院抢救无效的后续事件。
公司发生爆燃事故，造成受伤，医院抢救无效，人死亡，,公司发生爆燃事故是造成受伤的原因事件。
公司发生爆燃事故，造成受伤，医院抢救无效，人死亡，,医院抢救无效是造成受伤的后续事件。
公司发生爆燃事故，造成受伤，医院抢救无效，人死亡，,人死亡是医院抢救无效的后续事件。
分离器着火，火势得到控制，事故造成受伤，人员接受治疗，,火势得到控制是分离器着火的后续事件。
分离器着火，火势得到控制，事故造成受伤，人员接受治疗，,事故造成受伤是火势得到控制的后续事件。
分离器着火，火势得到控制，事故造成受伤，人员接受治疗，,人员接受治疗是事故造成受伤的后续事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,锅炉发生爆炸是爆炸造成坍塌的原因事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人赶赴现场是爆炸造成坍塌的后续事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人开展工作是领导、负责人赶赴现场的后续事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,原因被-调查是领导、负责人开展工作的后续事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人赶赴现场是锅炉发生爆炸的无关事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人赶赴现场是锅炉发生爆炸的无关事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,锅炉发生爆炸是领导、负责人开展工作的无关事件。
锅炉发生爆炸，爆炸造成坍塌，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人开展工作是爆炸造成坍塌的无关事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,锅炉发生爆炸是爆炸造成受损的原因事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人赶赴现场是爆炸造成受损的后续事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人开展工作是领导、负责人赶赴现场的后续事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,原因被-调查是领导、负责人开展工作的后续事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,爆炸造成受损是领导、负责人开展工作的无关事件。
锅炉发生爆炸，爆炸造成受损，领导、负责人赶赴现场，领导、负责人开展工作，原因被-调查，,领导、负责人开展工作是锅炉发生爆炸的无关事件。
